GENE,Neuron
ERBB4,Neuron_Interneurons
ASTN2,Neuron_Interneurons
OLFM1,Neuron_Interneurons
GALNT14,Neuron_Interneurons
SH3RF3,Neuron_Interneurons
CNTNAP4,Neuron_Interneurons
ELAVL2,Neuron_Interneurons
KCNIP1,Neuron_Interneurons
VWC2,Neuron_Interneurons
EPHA3,Neuron_Interneurons
PROKR2,Neuron_Interneurons
NKX2-1,Neuron_Interneurons
VWC2L,Neuron_Interneurons
OLFM2,Neuron_Interneurons
CNTN5,Neuron_Interneurons
KCNC2,Neuron_Interneurons
MOXD1,Neuron_Interneurons
CNTNAP3,Neuron_Interneurons
ADAMTS17,Neuron_Interneurons
KCNMB2,Neuron_Interneurons
CHRM2,Neuron_Interneurons
ADAMTS5,Neuron_Interneurons
NRTN,Neuron_Interneurons
PCSK6,Neuron_Interneurons
ZMAT4,Neuron_Interneurons
TRPC6,Neuron_Interneurons
ZFP804B,Neuron_Interneurons
NOS1,Neuron_Interneurons
SPOCK1,Neuron_Interneurons
NELL1,Neuron_Interneurons
NXPH2,Neuron_Interneurons
CHRM3,Neuron_Interneurons
SHISA6,Neuron_Interneurons
L3MBTL4,Neuron_Interneurons
CPNE4,Neuron_Interneurons
RESP18,Neuron_Interneurons
KLF5,Neuron_Interneurons
NDST4,Neuron_Interneurons
NPY2R,Neuron_Interneurons
ITGA8,Neuron_Interneurons
CBLN4,Neuron_Interneurons
CBLN2,Neuron_Interneurons
GALR1,Neuron_Interneurons
ACHE,Neuron_Interneurons
FAM46A,Neuron_Interneurons
SCN9A,Neuron_Interneurons
ALK,Neuron_Interneurons
VSTM2B,Neuron_Interneurons
ADRA1A,Neuron_Interneurons
SNHG11,Neuron_Interneurons
TMEM130,Neuron_Interneurons
SNTG2,Neuron_Interneurons
TOX,Neuron_Interneurons
NKAIN3,Neuron_Interneurons
STAC,Neuron_Interneurons
RNF152,Neuron_Interneurons
SLC5A7,Neuron_Interneurons
SLC10A4,Neuron_Interneurons
LHX8,Neuron_Interneurons
SLC17A8,Neuron_Interneurons
RP23-325H23.1,Neuron_Interneurons
ECEL1,Neuron_Interneurons
KCNK9,Neuron_Interneurons
NDNF,Neuron_Interneurons
PRIMA1,Neuron_Interneurons
CHAT,Neuron_Interneurons
TPBGL,Neuron_Interneurons
OPRD1,Neuron_Interneurons
GDNF,Neuron_Interneurons
CFTR,Neuron_Interneurons
ISL1,Neuron_Interneurons
TNFAIP8L3,Neuron_Interneurons
TACR3,Neuron_Interneurons
TRPC3,Neuron_Interneurons
TSHZ3,Neuron_Interneurons
RSPO1,Neuron_Interneurons
PDE3A,Neuron_Interneurons
SLC7A14,Neuron_Interneurons
KCNT2,Neuron_Interneurons
ADCY2,Neuron_Interneurons
CLSTN2,Neuron_Interneurons
CD44,Neuron_Interneurons
ELFN1,Neuron_Interneurons
AC116475.2,Neuron_Interneurons
PEX5L,Neuron_Interneurons
MDGA1,Neuron_Interneurons
HOPX,Neuron_Interneurons
INPP4B,Neuron_Interneurons
BVES,Neuron_Interneurons
TRPC4,Neuron_Interneurons
SPHKAP,Neuron_Interneurons
HCN4,Neuron_Interneurons
DRD2,Neuron_Interneurons
UFSP1,Neuron_Interneurons
THSD4,Neuron_Interneurons
CACNA2D2,Neuron_Interneurons
SYT13,Neuron_Interneurons
CAR10,Neuron_Interneurons
SLC6A15,Neuron_Interneurons
GJB6,Astro
CLDN10,Astro
HTRA1,Astro
ACSBG1,Astro
NTSR2,Astro
SLC7A10,Astro
SLC39A12,Astro
FGFR3,Astro
AI464131,Astro
AQP4,Astro
F3,Astro
GPR37L1,Astro
MLC1,Astro
BCAN,Astro
CYP4F15,Astro
HEPACAM,Astro
FAM107A,Astro
DIO2,Astro
RORB,Astro
ATP13A4,Astro
PPAP2B,Astro
ALDOC,Astro
GJA1,Astro
SOX9,Astro
S1PR1,Astro
SLC6A11,Astro
SLC1A3,Astro
NDRG2,Astro
NKAIN4,Astro
TIMP4,Astro
TRIL,Astro
ATP1A2,Astro
PDPN,Astro
EDNRB,Astro
FAM176A,Astro
GPC5,Astro
HAPLN1,Astro
2900052N01RIK,Astro
DBX2,Astro
CYP2J9,Astro
BMPR1B,Astro
DDAH1,Astro
SLC1A2,Astro
ALDH1L1,Astro
ADRBK2,Astro
ID2,Astro
FZD2,Astro
LHX2,Astro
SCARA3,Astro
ATP1B2,Astro
GRM3,Astro
NPAS3,Astro
PTPRZ1,Astro
TRIM9,Astro
PLPP3,Astro
PTN,Astro
SLC4A4,Astro
ID3,Astro
SLC7A11,Astro
NCKAP5,Astro
DTNA,Astro
PHYHIPL,Astro
TNC,Astro
APOE,Astro
NRXN1,Astro
FABP7,Astro
GLUD1,Astro
ARHGEF26,Astro
LUZP2,Astro
RASA2,Astro
NTM,Astro
RGS20,Astro
RGMA,Astro
CST3,Astro
CPE,Astro
PPP1R3C,Astro
GLI3,Astro
HES5,Astro
CDH10,Astro
EGFR,Astro
DDHD1,Astro
MMD2,Astro
SFXN5,Astro
PARD3B,Astro
SFRP1,Astro
NTRK2,Astro
DBI,Astro
ADAMTS18,Astro
NRG1,Astro
VEPH1,Astro
MT3,Astro
PREX2,Astro
LAMA2,Astro
MSI2,Astro
DKK3,Astro
PRDX6,Astro
IGFBP5,Astro
FARS2,Astro
ID4,Astro
NOTCH2,Astro
MT1,Astro
PRDM16,Astro
MT2,Astro
S100A6,Astro
RIIAD1,Astro
LRP4,Astro
PTER,Astro
BCL2,Astro
GABRB1,Astro
CSPG5,Astro
MGAT5,Astro
TNFRSF19,Astro
FXYD1,Astro
NFIA,Astro
SOX2,Astro
ZBTB20,Astro
NFIB,Astro
ADGRV1,Astro
ZFPM2,Astro
GLUL,Astro
POU3F2,Astro
CCND2,Astro
SALL3,Astro
TEAD1,Astro
ANKRD6,Astro
ARAP2,Astro
CT025619.2,Astro
ADAMTS4,Oligo
ST18,Oligo
GJB1,Oligo
TMEM125,Oligo
S1PR5,Oligo
GM98,Oligo
PLXNB3,Oligo
1700047M11RIK,Oligo
GAL3ST1,Oligo
CLDN14,Oligo
NIPAL4,Oligo
GJC2,Oligo
CYP2J12,Oligo
PPP1R14A,Oligo
SOX10,Oligo
GALNT6,Oligo
C030030A07RIK,Oligo
FA2H,Oligo
ASPA,Oligo
CDC42EP2,Oligo
GJC3,Oligo
HHIP,Oligo
TMEM88B,Oligo
OPALIN,Oligo
PADI2,Oligo
MOG,Oligo
CDK18,Oligo
INSC,Oligo
SLC45A3,Oligo
ITGB4,Oligo
D16ERTD472E,Oligo
UNC5B,Oligo
LPAR1,Oligo
CAR14,Oligo
BCAS1,Oligo
PLLP,Oligo
NINJ2,Oligo
ERBB3,Oligo
ERMN,Oligo
PROX1,Oligo
PDLIM2,Oligo
ZFP536,Oligo
OLIG1,Oligo
PRR5L,Oligo
TRIM36,Oligo
NKX6-2,Oligo
PLEKHH1,Oligo
HAPLN2,Oligo
NKAIN1,Oligo
TNFAIP6,Oligo
ELTD1,Vascular
ABCB1A,Vascular
LY6C1,Vascular
FLT1,Vascular
PGLYRP1,Vascular
CAV1,Vascular
NOSTRIN,Vascular
CAR4,Vascular
IGFBP7,Vascular
LY6A,Vascular
PTPRB,Vascular
HSPB1,Vascular
ITGA1,Vascular
CDH5,Vascular
ICAM2,Vascular
AKAP12,Vascular
E030010A14RIK,Vascular
CD93,Vascular
CLIC5,Vascular
LY6C2,Vascular
HIGD1B,Vascular
TEK,Vascular
WFDC1,Vascular
TBX3,Vascular
GJA4,Vascular
ESAM,Vascular
HMCN1,Vascular
LOC545261,Vascular
CTLA2A,Vascular
TM4SF1,Vascular
AU021092,Vascular
SLCO1A4,Vascular
GPR116,Vascular
S100A11,Vascular
SLC38A5,Vascular
EHD2,Vascular
LAMA4,Vascular
ARHGAP29,Vascular
CLDN5,Vascular
OSMR,Vascular
AOC3,Vascular
TIE1,Vascular
CD97,Vascular
ENG,Vascular
MUSTN1,Vascular
SLC38A11,Vascular
ABCG2,Vascular
MYLK,Vascular
FN1,Vascular
CXCL12,Vascular
TMEM119,Microglia
ABI3,Microglia
OLFML3,Microglia
MLXIPL,Microglia
APBB1IP,Microglia
SELPLG,Microglia
SAMSN1,Microglia
IL1A,Microglia
SIGLECH,Microglia
CCR5,Microglia
TREM2,Microglia
GNGT2,Microglia
CX3CR1,Microglia
HAVCR2,Microglia
F11R,Microglia
ITGAM,Microglia
P2RY13,Microglia
CSF3R,Microglia
SUSD3,Microglia
GPR34,Microglia
PARVG,Microglia
MPEG1,Microglia
BCL2A1B,Microglia
MAFB,Microglia
TMEM173,Microglia
LY86,Microglia
BCL2A1D,Microglia
LAIR1,Microglia
IKZF1,Microglia
CRYBB1,Microglia
SLC2A5,Microglia
LAPTM5,Microglia
CD53,Microglia
P2RY12,Microglia
NLRP3,Microglia
TGFBR1,Microglia
CYTH4,Microglia
HK2,Microglia
4632428N05RIK,Microglia
CTSS,Microglia
C1QA,Microglia
CD37,Microglia
AIF1,Microglia
PLD4,Microglia
CCL4,Microglia
C1QC,Microglia
AF251705,Microglia
ECSCR,Microglia
FYB,Microglia
IL10RA,Microglia
TYROBP,Microglia
C1QB,Microglia
HEXB,Microglia
FCER1G,Microglia
LGMN,Microglia
B2M,Microglia
CSF1R,Microglia
PLXDC2,Microglia
ARPC1B,Microglia
INPP5D,Microglia
SEPP1,Microglia
RGS10,Microglia
LTC4S,Microglia
FCGR3,Microglia
MAF,Microglia
P2RY6,Microglia
SERINC3,Microglia
LRMDA,Microglia
FCRLS,Microglia
LYZ2,Microglia
PTPN18,Microglia
FAM105A,Microglia
LYN,Microglia
PDE3B,Microglia
MBNL1,Microglia
MERTK,Microglia
HPGDS,Microglia
ITM2B,Microglia
SPI1,Microglia
CLTA,Microglia
CTSB,Microglia
CD84,Microglia
ARHGAP45,Microglia
MYO1F,Microglia
TBXAS1,Microglia
FGD2,Microglia
LPL,Microglia
CTSZ,Microglia
RUNX1,Microglia
IGF1,Microglia
SYNGR1,Microglia
PFN1,Microglia
CYBA,Microglia
MEF2C,Microglia
SDK1,Microglia
TUBA1B,Microglia
ARSB,Microglia
SH3BGRL3,Microglia
PTGS1,Microglia
PTPRC,Microglia
UNC93B1,Microglia
DOCK8,Microglia
CD300D,Microglia
CD180,Microglia
DOCK2,Microglia
NCKAP1L,Microglia
ADGRE1,Microglia
CD33,Microglia
ABCA9,Microglia
CD52,Microglia
CFH,Microglia
PIK3AP1,Microglia
GPR183,Microglia
A930009A15RIK,OPC
C1QL1,OPC
NEU4,OPC
PDGFRA,OPC
NXPH1,OPC
SEMA3D,OPC
SHC4,OPC
CSPG4,OPC
CHST5,OPC
2310050C09RIK,OPC
8030423F21RIK,OPC
HAS2AS,OPC
LTB4R1,OPC
MC5R,OPC
OLFR181,OPC
OLFR869,OPC
PNLIP,OPC
RDH16,OPC
GPR17,OPC
MATN4,OPC
PPAPDC1A,OPC
2010317E24RIK,OPC
SLC6A13,OPC
COL12A1,OPC
GM7102,OPC
EMID1,OPC
SUSD5,OPC
COL1A1,OPC
MMP15,OPC
TMEM108,OPC
4930447A16RIK,OPC
4933422A05RIK,OPC
ART5,OPC
CYP2J8,OPC
LRRN4,OPC
NPY,OPC
HSD3B4,OPC
MUC5B,OPC
TNFSF14,OPC
OLIG2,OPC
XYLT1,OPC
PCDH15,OPC
CYS1,OPC
LIX1L,OPC
SCRG1,OPC
ENPP6,OPC
INHBB,OPC
LHFPL3,OPC
DSCAM,OPC
EPN2,OPC
BRINP3,OPC
SOX6,OPC
TNR,OPC
OPCML,OPC
TMEM132D,OPC
AC103620.3,OPC
NCALD,OPC
MEGF11,OPC
GRIN3A,OPC
SNTG1,OPC
PPP2R2B,OPC
ARHGAP31,OPC
KCNIP3,OPC
FAM19A1,OPC
MMP16,OPC
SH3D19,OPC
PID1,OPC
SEMA6D,OPC
PSTPIP2,OPC
MAML2,OPC
KANK1,OPC
RGCC,OPC
SEMA5A,OPC
CHST11,OPC
REV3L,OPC
STK32A,OPC
DPP10,OPC
AC166332.1,OPC
ANKS1B,OPC
LRP1B,OPC
SULF2,OPC
UNC5C,OPC
CACNG4,OPC
NAV2,OPC
MBP,OPC
NFASC,OPC
ARHGAP24,OPC
FYN,OPC
SIRT2,OPC
TNS3,OPC
UST,OPC
TMEFF2,OPC
TMEM163,OPC
UGT8A,OPC
ITPR2,OPC
EPB41L2,OPC
LIMS2,OPC
TCF7L2,OPC
CLDN11,OPC
SLC44A1,OPC
CNP,OPC
ABTB2,OPC
DNM3,OPC
CDH20,OPC
CDK14,OPC
QK,OPC
MPZL1,OPC
TUBB4A,OPC
PPFIBP1,OPC
PTPRJ,OPC
PTPRE,OPC
PCDH7,OPC
SLC1A1,OPC
ZDHHC14,OPC
SEMA4D,OPC
PPP1R16B,OPC
CNKSR3,OPC
NCAM2,OPC
GRIK1,OPC
TOP2A,OPC
SGCD,OPC
ARHGEF3,OPC
SOX8,OPC
DIAPH3,OPC
PRKCQ,OPC
NKX2-2,OPC
TIMP3,OPC
GRAMD3,OPC
SLCO1C1,OPC
NWD1,OPC
PF4,Macrophage
MS4A7,Macrophage
CBR2,Macrophage
F13A1,Macrophage
AI607873,Macrophage
CYBB,Macrophage
CD36,Macrophage
MRC1,Macrophage
MS4A6C,Macrophage
CLEC4A1,Macrophage
CCL24,Macrophage
LYVE1,Macrophage
MS4A6B,Macrophage
LILRB4,Macrophage
C5AR1,Macrophage
CLEC10A,Macrophage
TGFBI,Macrophage
MS4A6D,Macrophage
MSR1,Macrophage
IFI203,Macrophage
EMR1,Macrophage
STAB1,Macrophage
TMEM106A,Macrophage
FCGR2B,Macrophage
GPX3,Macrophage
CLEC4N,Macrophage
CLEC4A2,Macrophage
CCL7,Macrophage
DAB2,Macrophage
TSLP,Macrophage
STARD8,Macrophage
CCL2,Macrophage
IFI204,Macrophage
GM11428,Macrophage
SIGLEC1,Macrophage
DSE,Macrophage
TLR7,Macrophage
CTSC,Macrophage
GMFG,Macrophage
LYZ1,Macrophage
MGL2,Macrophage
PLA2G2D,Macrophage
CLEC4A3,Macrophage
GM6377,Macrophage
FOLR2,Macrophage
TMEM72,Ependy
DEFB11,Ependy
KCNE2,Ependy
SLC4A5,Ependy
SOSTDC1,Ependy
1110059M19RIK,Ependy
NPR3,Ependy
KRT18,Ependy
GM16548,Ependy
COX8B,Ependy
WDR86,Ependy
COL8A1,Ependy
WFDC2,Ependy
CLDN2,Ependy
ABCA4,Ependy
STEAP1,Ependy
FOLR1,Ependy
2900093L17RIK,Ependy
EPN3,Ependy
KRT8,Ependy
PRLR,Ependy
SLC13A4,Ependy
CCDC135,Ependy
TCEA3,Ependy
OTX2OS1,Ependy
LMX1A,Ependy
ZFP185,Ependy
F5,Ependy
CRB3,Ependy
CALML4,Ependy
FAP,Ependy
MSX1,Ependy
TGTP1,Ependy
GM5480,Ependy
OTX2,Ependy
PCOLCE,Ependy
INS2,Ependy
BHMT,Ependy
WDR72,Ependy
CLIC3,Ependy
SLC29A4,Ependy
PIP5K1B,Ependy
CAPSL,Ependy
GM11744,Ependy
COL8A2,Ependy
CRHR2,Ependy
IGF2,Ependy
COX7A1,Ependy
ACNAT1,Ependy
LBP,Ependy
CCDC153,Ependy
GM10714,Ependy
E230008N13RIK,Ependy
TMEM212,Ependy
SNTN,Ependy
1600029I14RIK,Ependy
MAPK15,Ependy
4930451C15RIK,Ependy
DNAHC10,Ependy
CRYGN,Ependy
DNAHC5,Ependy
PPP1R36,Ependy
IQCA,Ependy
RGS22,Ependy
ODF3B,Ependy
SPAG17,Ependy
RTDR1,Ependy
SLC14A2,Ependy
FAM183B,Ependy
BBOX1,Ependy
CDHR3,Ependy
CCDC33,Ependy
FBXL13,Ependy
ARMC4,Ependy
TTC29,Ependy
GOT1L1,Ependy
TCTEX1D4,Ependy
GM17384,Ependy
CCDC121,Ependy
LRRC36,Ependy
DNALI1,Ependy
AU021034,Ependy
1700001C02RIK,Ependy
AEBP1,Ependy
VWA3A,Ependy
1700024G13RIK,Ependy
RBP2,Ependy
ZFP474,Ependy
1700012B09RIK,Ependy
T2,Ependy
CD109,Ependy
HYDIN,Ependy
FBLN7,Ependy
1700007G11RIK,Ependy
WDR69,Ependy
CCDC78,Ependy
2410004P03RIK,Ependy
PPP1R32,Ependy
SCNN1A,Ependy
UBXN10,Ependy
RP24-472I15.1,Ependy
DNAH12,Ependy
SPAG16,Ependy
FOXJ1,Ependy
ADAMTS20,Ependy
CFAP54,Ependy
AGBL4,Ependy
SPEF2,Ependy
DNAH9,Ependy
SYNE1,Ependy
ANKFN1,Ependy
WDR49,Ependy
RP24-160I20.1,Ependy
AK9,Ependy
AK7,Ependy
DNAH6,Ependy
RP24-147G7.1,Ependy
RSPH1,Ependy
RP23-96I9.2,Ependy
CFAP44,Ependy
CCDC146,Ependy
CFAP61,Ependy
DNAH5,Ependy
DYNLRB2,Ependy
CFAP43,Ependy
CCDC162,Ependy
DNAH11,Ependy
LRRIQ1,Ependy
TMEM107,Ependy
HIPK1,Ependy
KIF6,Ependy
MEIG1,Ependy
RP23-340G24.4,Ependy
TMEM232,Ependy
TTLL3,Ependy
RARRES2,Ependy
CCDC170,Ependy
PACRG,Ependy
DNAH3,Ependy
CCDC30,Ependy
SPAG6,Ependy
BSG,Endothelial
MECOM,Endothelial
ADGRL4,Endothelial
SLC16A1,Endothelial
CCDC141,Endothelial
SLC7A1,Endothelial
RASSF9,Endothelial
SLC7A5,Endothelial
SPARC,Endothelial
KDR,Endothelial
SPOCK2,Endothelial
TFRC,Endothelial
SLC38A2,Endothelial
ETS1,Endothelial
SLC40A1,Endothelial
RGS5,Endothelial
FLI1,Endothelial
PTPRG,Endothelial
MAMPT,Endothelial
MYO10,Endothelial
RHOJ,Endothelial
GNG11,Endothelial
ADGRF5,Endothelial
ST3GAL6,Endothelial
HEG1,Endothelial
PECAM1,Endothelial
RASGRP3,Endothelial
KLF2,Endothelial
ID1,Endothelial
WWTR1,Endothelial
RAMP2,Endothelial
SLC39A10,Endothelial
VWA1,Endothelial
GPCPD1,Endothelial
DLC1,Endothelial
COL4A1,Endothelial
ATP13A5,Endothelial
ABCC9,Endothelial
COL4A2,Endothelial
CALD1,Endothelial
NID1,Endothelial
EPAS1,Endothelial
PTPRK,Endothelial
ITGA4,Endothelial
EVA1B,Endothelial
PDGFRB,Endothelial
RAPGEF5,Endothelial
HBB-BS,Endothelial
HBA-A1,Endothelial
HBA-A2,Endothelial
HBB-BT,Endothelial
UBE2L6,Endothelial
GYPA,Endothelial
ISG20,Endothelial
FAM46C,Endothelial
SLC25A37,Endothelial
MKRN1,Endothelial
BPGM,Endothelial
FECH,Endothelial
FAM220A,Endothelial
BNIP3L,Endothelial
HNRNPL,Endothelial
GABARAPL2,Endothelial
ADIPOR1,Endothelial
PRDX2,Endothelial
PPP1CB,Endothelial
COL1A2,Endothelial
COL3A1,Endothelial
CPED1,Endothelial
TBX18,Endothelial
LAMA1,Endothelial
DCN,Endothelial
COL13A1,Endothelial
GJB2,Endothelial
ENPP1,Endothelial
EDN3,Endothelial
CLEC3B,Endothelial
TFAP2B,Endothelial
LUM,Endothelial
COL15A1,Endothelial
CMBL,Endothelial
ALDH1A2,Endothelial
SCARA5,Endothelial
VAMP5,Endothelial
NUPR1,Endothelial
LAMC3,Endothelial
COL6A3,Endothelial
SERPINF1,Endothelial
RANBP3L,Endothelial
TMEM132C,Endothelial
ALDH1A1,Endothelial
CP,Endothelial
CYP1B1,Endothelial
IGFBP2,Endothelial
APOD,Endothelial
COLEC12,Endothelial
FOXC1,Endothelial
GXYLT2,Endothelial
COL18A1,Endothelial
ITIH5,Endothelial
HIC1,Endothelial
LGALS1,Endothelial
ADAMTS12,Endothelial
BMP7,Endothelial
FOXD1,Endothelial
BMP6,Endothelial
NR2F2,Endothelial
SLC1A5,Endothelial
COPZ2,Endothelial
LEF1,Endothelial
CYYR1,Endothelial
CD34,Endothelial
FOXQ1,Endothelial
ERG,Endothelial
SLC39A8,Endothelial
RP23-162H6.1,Endothelial
PDE8A,Endothelial
RBPMS,Endothelial
HTRA3,Endothelial
ZFP366,Endothelial
ARAP3,Endothelial
FOXF2,Endothelial
HSPG2,Endothelial
CGNL1,Endothelial
PDGFD,Endothelial
TMEM204,Endothelial
SLC22A8,Endothelial
NDUFA4L2,Mural
EDNRA,Mural
ARHGAP42,Mural
VTN,Mural
KCNJ8,Mural
NOTCH3,Mural
MYL9,Mural
ADAP2,Mural
GJC1,Mural
PDE5A,Mural
DOCK6,Mural
SLC6A20A,Mural
SLC16A12,Mural
MGP,Mural
CRYAB,Mural
PCDH18,Mural
CYSLTR2,Mural
HEYL,Mural
UACA,Mural
PHLDB2,Mural
IL34,Mural
VSTM4,Mural
GPER1,Mural
